frame_id,fps,cps
10,12.968958513122677,1.1455261480802927
14,13.63567199929946,3.1935469199086968
18,11.93960094972472,3.3797782002791834
22,14.131288773622867,3.5039109602022003
27,14.25316494435298,2.4865920779394766
30,19.31691374785519,3.9586185807844245
35,21.4990778122164,2.566373824629492
39,16.53456185473073,3.996088197384002
39,16.21290606855408,27.073949841455722
55,24.26530598609936,2.023429042043102
67,19.405501594046314,1.7747460666134809
71,11.717703692072988,3.030370626042347
75,12.308658668316609,2.6815994211714522
80,12.462690133251321,2.513237403609749
84,11.593597612496474,2.73527350421292
88,11.48739344695511,3.1091067128230416
88,13.637217823478851,18.28734982287429
92,12.435316150290376,3.1496618821298754
96,11.96503391051804,2.893201898672309
100,36.48642179675508,11.026255012923766
112,38.88249378172132,5.7155308182688795
117,28.051678259783156,5.43847429827768
