frame_id,frame_timestamp,cmd_timestamp
10,2060.294340765,2060.37847287
14,2060.614838269,2060.695680791
18,2060.932310152,2061.005511809
27,2061.434336748,2061.506173723
30,2061.675065961,2061.742864331
35,2062.066291704,2062.125870915
39,2062.309688067,2062.367480784
43,2062.545303781,2062.596404055
43,2062.596834766,2062.637539616
47,2062.799186526,2062.855929036
47,2062.856325824,2062.897155332
51,2063.072497031,2063.139505698
55,2063.385750911,2063.450874109
59,2063.713343826,2063.77731379
75,2064.310358939,2064.395708427
84,2064.817637423,2064.891488756
88,2065.13132531,2065.203563181
88,2065.203964957,2065.25946616
92,2065.524737302,2065.61460404
96,2065.86096567,2065.93985071
96,2065.951171521,2066.003282747
100,2066.24979947,2066.330576189
104,2066.676267225,2066.735580353
108,2066.876128114,2066.91404318
112,2067.081948361,2067.120536867
117,2067.303922773,2067.340620833
